Run tabu parameter tuning
START FOR bqp250.1
Size shrunk from 250 to 250
Warning: Given tenure ratio leads to small tabu tenure of 3.Minimum tabu_tenure 5 set instead
0 | 1 | 1 | Search | -42198 | -42198 | Global Improvement.
0 | 35 | 35 | Search | -40469 | -40469 | Global Improvement.
0 | 36 | 36 | Search | -40473 | -40473 | Global Improvement.
0 | 57 | 57 | Search | -40479 | -40479 | Global Improvement.
0 | 58 | 58 | Search | -40483 | -40483 | Global Improvement.
2 | 310 | 2 | Diversification | -40497 | -40497 | Global Improvement.
2 | 311 | 1 | Search | -40653 | -40653 | Global Improvement.
2 | 312 | 2 | Search | -40715 | -40715 | Global Improvement.
10 | 1447 | 10 | Search | -40717 | -40717 | Global Improvement.
11 | 1704 | 7 | Diversification | -40729 | -40729 | Global Improvement.
11 | 1705 | 1 | Search | -40763 | -40763 | Global Improvement.
11 | 1715 | 11 | Search | -40765 | -40765 | Global Improvement.
11 | 1716 | 12 | Search | -40781 | -40781 | Global Improvement.
11 | 1717 | 13 | Search | -40785 | -40785 | Global Improvement.

 Optimization finished in 0.224199947s. 
 Objective of best solution found: -40785Warning: Given tenure ratio leads to small tabu tenure of 3.Minimum tabu_tenure 5 set instead
0 | 1 | 1 | Search | -38327 | -38327 | Global Improvement.
0 | 2 | 2 | Search | -38505 | -38505 | Global Improvement.
0 | 3 | 3 | Search | -38781 | -38781 | Global Improvement.
0 | 4 | 4 | Search | -38943 | -38943 | Global Improvement.
0 | 5 | 5 | Search | -39179 | -39179 | Global Improvement.
0 | 6 | 6 | Search | -39373 | -39373 | Global Improvement.
0 | 7 | 7 | Search | -39505 | -39505 | Global Improvement.
0 | 8 | 8 | Search | -39571 | -39571 | Global Improvement.
0 | 9 | 9 | Search | -39681 | -39681 | Global Improvement.
0 | 10 | 10 | Search | -39761 | -39761 | Global Improvement.
0 | 11 | 11 | Search | -39827 | -39827 | Global Improvement.
0 | 12 | 12 | Search | -39867 | -39867 | Global Improvement.
0 | 13 | 13 | Search | -39893 | -39893 | Global Improvement.
0 | 14 | 14 | Search | -39963 | -39963 | Global Improvement.
0 | 15 | 15 | Search | -40073 | -40073 | Global Improvement.
0 | 16 | 16 | Search | -40089 | -40089 | Global Improvement.
0 | 17 | 17 | Search | -40115 | -40115 | Global Improvement.
0 | 18 | 18 | Search | -40129 | -40129 | Global Improvement.
0 | 19 | 19 | Search | -40179 | -40179 | Global Improvement.
0 | 20 | 20 | Search | -40219 | -40219 | Global Improvement.
0 | 27 | 27 | Search | -40221 | -40221 | Global Improvement.
0 | 28 | 28 | Search | -40269 | -40269 | Global Improvement.
0 | 29 | 29 | Search | -40295 | -40295 | Global Improvement.
0 | 30 | 30 | Search | -40313 | -40313 | Global Improvement.
0 | 31 | 31 | Search | -40371 | -40371 | Global Improvement.
0 | 32 | 32 | Search | -40387 | -40387 | Global Improvement.
0 | 34 | 34 | Search | -40445 | -40445 | Global Improvement.
0 | 35 | 35 | Search | -40469 | -40469 | Global Improvement.
0 | 36 | 36 | Search | -40473 | -40473 | Global Improvement.
0 | 57 | 57 | Search | -40479 | -40479 | Global Improvement.
0 | 58 | 58 | Search | -40483 | -40483 | Global Improvement.
8 | 1310 | 2 | Diversification | -40497 | -40497 | Global Improvement.
8 | 1311 | 1 | Search | -40653 | -40653 | Global Improvement.
8 | 1312 | 2 | Search | -40715 | -40715 | Global Improvement.
17 | 2589 | 27 | Diversification | -40719 | -40719 | Global Improvement.
17 | 2590 | 1 | Search | -40729 | -40729 | Global Improvement.
17 | 2612 | 23 | Search | -40751 | -40751 | Global Improvement.
17 | 2613 | 24 | Search | -40785 | -40785 | Global Improvement.
173 | 26027 | 39 | Search | -40789 | -40789 | Global Improvement.
182 | 27405 | 3 | Search | -40791 | -40791 | Global Improvement.
182 | 27406 | 4 | Search | -40811 | -40811 | Global Improvement.
182 | 27410 | 8 | Search | -40845 | -40845 | Global Improvement.
182 | 27411 | 9 | Search | -40855 | -40855 | Global Improvement.
182 | 27436 | 34 | Search | -40871 | -40871 | Global Improvement.
182 | 27437 | 35 | Search | -40942 | -40942 | Global Improvement.
182 | 27438 | 36 | Search | -40996 | -40996 | Global Improvement.
182 | 27439 | 37 | Search | -41006 | -41006 | Global Improvement.
182 | 27440 | 38 | Search | -41014 | -41014 | Global Improvement.

 Optimization finished in 2.316721651s. 
 Objective of best solution found: -41014Warning: Given tenure ratio leads to small tabu tenure of 3.Minimum tabu_tenure 5 set instead
0 | 1 | 1 | Search | -38327 | -38327 | Global Improvement.
0 | 2 | 2 | Search | -38505 | -38505 | Global Improvement.
0 | 3 | 3 | Search | -38781 | -38781 | Global Improvement.
0 | 4 | 4 | Search | -38943 | -38943 | Global Improvement.
0 | 5 | 5 | Search | -39179 | -39179 | Global Improvement.
0 | 6 | 6 | Search | -39373 | -39373 | Global Improvement.
0 | 7 | 7 | Search | -39505 | -39505 | Global Improvement.
0 | 8 | 8 | Search | -39571 | -39571 | Global Improvement.
0 | 9 | 9 | Search | -39681 | -39681 | Global Improvement.
0 | 10 | 10 | Search | -39761 | -39761 | Global Improvement.
0 | 11 | 11 | Search | -39827 | -39827 | Global Improvement.
0 | 12 | 12 | Search | -39867 | -39867 | Global Improvement.
0 | 13 | 13 | Search | -39893 | -39893 | Global Improvement.
0 | 14 | 14 | Search | -39963 | -39963 | Global Improvement.
0 | 15 | 15 | Search | -40073 | -40073 | Global Improvement.
0 | 16 | 16 | Search | -40089 | -40089 | Global Improvement.
0 | 17 | 17 | Search | -40115 | -40115 | Global Improvement.
0 | 18 | 18 | Search | -40129 | -40129 | Global Improvement.
0 | 19 | 19 | Search | -40179 | -40179 | Global Improvement.
0 | 20 | 20 | Search | -40219 | -40219 | Global Improvement.
0 | 27 | 27 | Search | -40221 | -40221 | Global Improvement.
0 | 28 | 28 | Search | -40269 | -40269 | Global Improvement.
0 | 29 | 29 | Search | -40295 | -40295 | Global Improvement.
0 | 30 | 30 | Search | -40313 | -40313 | Global Improvement.
0 | 31 | 31 | Search | -40371 | -40371 | Global Improvement.
0 | 32 | 32 | Search | -40387 | -40387 | Global Improvement.
0 | 34 | 34 | Search | -40445 | -40445 | Global Improvement.
0 | 35 | 35 | Search | -40469 | -40469 | Global Improvement.
0 | 36 | 36 | Search | -40473 | -40473 | Global Improvement.
0 | 57 | 57 | Search | -40479 | -40479 | Global Improvement.
0 | 58 | 58 | Search | -40483 | -40483 | Global Improvement.
8 | 1310 | 2 | Diversification | -40497 | -40497 | Global Improvement.
8 | 1311 | 1 | Search | -40653 | -40653 | Global Improvement.
8 | 1312 | 2 | Search | -40715 | -40715 | Global Improvement.
17 | 2588 | 26 | Diversification | -40729 | -40729 | Global Improvement.
307 | 42541 | 78 | Search | -40733 | -40733 | Global Improvement.
307 | 42542 | 79 | Search | -40735 | -40735 | Global Improvement.
317 | 43936 | 19 | Search | -40809 | -40809 | Global Improvement.
317 | 43941 | 24 | Search | -40881 | -40881 | Global Improvement.
317 | 43942 | 25 | Search | -40952 | -40952 | Global Improvement.
317 | 43943 | 26 | Search | -41006 | -41006 | Global Improvement.
317 | 43944 | 27 | Search | -41014 | -41014 | Global Improvement.

 Optimization finished in 1.012452024s. 
 Objective of best solution found: -41014Warning: Given tenure ratio leads to small tabu tenure of 3.Minimum tabu_tenure 5 set instead
0 | 1 | 1 | Search | -38327 | -38327 | Global Improvement.
0 | 2 | 2 | Search | -38505 | -38505 | Global Improvement.
0 | 3 | 3 | Search | -38781 | -38781 | Global Improvement.
0 | 4 | 4 | Search | -38943 | -38943 | Global Improvement.
0 | 5 | 5 | Search | -39179 | -39179 | Global Improvement.
0 | 6 | 6 | Search | -39373 | -39373 | Global Improvement.
0 | 7 | 7 | Search | -39505 | -39505 | Global Improvement.
0 | 8 | 8 | Search | -39571 | -39571 | Global Improvement.
0 | 9 | 9 | Search | -39681 | -39681 | Global Improvement.
0 | 10 | 10 | Search | -39761 | -39761 | Global Improvement.
0 | 11 | 11 | Search | -39827 | -39827 | Global Improvement.
0 | 12 | 12 | Search | -39867 | -39867 | Global Improvement.
0 | 13 | 13 | Search | -39893 | -39893 | Global Improvement.
0 | 14 | 14 | Search | -39963 | -39963 | Global Improvement.
0 | 15 | 15 | Search | -40073 | -40073 | Global Improvement.
0 | 16 | 16 | Search | -40089 | -40089 | Global Improvement.
0 | 17 | 17 | Search | -40115 | -40115 | Global Improvement.
0 | 18 | 18 | Search | -40129 | -40129 | Global Improvement.
0 | 19 | 19 | Search | -40179 | -40179 | Global Improvement.
0 | 20 | 20 | Search | -40219 | -40219 | Global Improvement.
0 | 27 | 27 | Search | -40221 | -40221 | Global Improvement.
0 | 28 | 28 | Search | -40269 | -40269 | Global Improvement.
0 | 29 | 29 | Search | -40295 | -40295 | Global Improvement.
0 | 30 | 30 | Search | -40313 | -40313 | Global Improvement.
0 | 31 | 31 | Search | -40371 | -40371 | Global Improvement.
0 | 32 | 32 | Search | -40387 | -40387 | Global Improvement.
0 | 34 | 34 | Search | -40445 | -40445 | Global Improvement.
0 | 35 | 35 | Search | -40469 | -40469 | Global Improvement.
0 | 36 | 36 | Search | -40473 | -40473 | Global Improvement.
0 | 57 | 57 | Search | -40479 | -40479 | Global Improvement.
0 | 58 | 58 | Search | -40483 | -40483 | Global Improvement.
16 | 2560 | 2 | Diversification | -40497 | -40497 | Global Improvement.
16 | 2561 | 1 | Search | -40653 | -40653 | Global Improvement.
16 | 2562 | 2 | Search | -40715 | -40715 | Global Improvement.
33 | 5087 | 25 | Diversification | -40719 | -40719 | Global Improvement.
33 | 5088 | 1 | Search | -40729 | -40729 | Global Improvement.

 Optimization finished in 4.113750979s. 
 Objective of best solution found: -40729Warning: Given tenure ratio leads to small tabu tenure of 3.Minimum tabu_tenure 5 set instead
0 | 1 | 1 | Search | -38327 | -38327 | Global Improvement.
0 | 2 | 2 | Search | -38505 | -38505 | Global Improvement.
0 | 3 | 3 | Search | -38781 | -38781 | Global Improvement.
0 | 4 | 4 | Search | -38943 | -38943 | Global Improvement.
0 | 5 | 5 | Search | -39179 | -39179 | Global Improvement.
0 | 6 | 6 | Search | -39373 | -39373 | Global Improvement.
0 | 7 | 7 | Search | -39505 | -39505 | Global Improvement.
0 | 8 | 8 | Search | -39571 | -39571 | Global Improvement.
0 | 9 | 9 | Search | -39681 | -39681 | Global Improvement.
0 | 10 | 10 | Search | -39761 | -39761 | Global Improvement.
0 | 11 | 11 | Search | -39827 | -39827 | Global Improvement.
0 | 12 | 12 | Search | -39867 | -39867 | Global Improvement.
0 | 13 | 13 | Search | -39893 | -39893 | Global Improvement.
0 | 14 | 14 | Search | -39963 | -39963 | Global Improvement.
0 | 15 | 15 | Search | -40073 | -40073 | Global Improvement.
0 | 16 | 16 | Search | -40089 | -40089 | Global Improvement.
0 | 17 | 17 | Search | -40115 | -40115 | Global Improvement.
0 | 18 | 18 | Search | -40129 | -40129 | Global Improvement.
0 | 19 | 19 | Search | -40179 | -40179 | Global Improvement.
0 | 20 | 20 | Search | -40219 | -40219 | Global Improvement.
0 | 27 | 27 | Search | -40221 | -40221 | Global Improvement.
0 | 28 | 28 | Search | -40269 | -40269 | Global Improvement.
0 | 29 | 29 | Search | -40295 | -40295 | Global Improvement.
0 | 30 | 30 | Search | -40313 | -40313 | Global Improvement.
0 | 31 | 31 | Search | -40371 | -40371 | Global Improvement.
0 | 32 | 32 | Search | -40387 | -40387 | Global Improvement.
0 | 34 | 34 | Search | -40445 | -40445 | Global Improvement.
0 | 35 | 35 | Search | -40469 | -40469 | Global Improvement.
0 | 36 | 36 | Search | -40473 | -40473 | Global Improvement.
0 | 57 | 57 | Search | -40479 | -40479 | Global Improvement.
0 | 58 | 58 | Search | -40483 | -40483 | Global Improvement.
17 | 2560 | 2 | Diversification | -40497 | -40497 | Global Improvement.
17 | 2561 | 1 | Search | -40653 | -40653 | Global Improvement.
17 | 2562 | 2 | Search | -40715 | -40715 | Global Improvement.
54 | 7828 | 16 | Search | -40717 | -40717 | Global Improvement.
70 | 10333 | 5 | Diversification | -40729 | -40729 | Global Improvement.
70 | 10334 | 1 | Search | -40763 | -40763 | Global Improvement.
70 | 10338 | 5 | Search | -40785 | -40785 | Global Improvement.
512 | 73549 | 211 | Search | -40789 | -40789 | Global Improvement.
529 | 76266 | 92 | Search | -40811 | -40811 | Global Improvement.
529 | 76267 | 93 | Search | -40827 | -40827 | Global Improvement.
529 | 76268 | 94 | Search | -40837 | -40837 | Global Improvement.
529 | 76271 | 97 | Search | -40908 | -40908 | Global Improvement.
529 | 76272 | 98 | Search | -40962 | -40962 | Global Improvement.
529 | 76277 | 103 | Search | -41004 | -41004 | Global Improvement.
529 | 76278 | 104 | Search | -41014 | -41014 | Global Improvement.

 Optimization finished in 1.8223923979999999s. 
 Objective of best solution found: -41014Warning: Given tenure ratio leads to small tabu tenure of 3.Minimum tabu_tenure 5 set instead
0 | 1 | 1 | Search | -38327 | -38327 | Global Improvement.
0 | 2 | 2 | Search | -38505 | -38505 | Global Improvement.
0 | 3 | 3 | Search | -38781 | -38781 | Global Improvement.
0 | 4 | 4 | Search | -38943 | -38943 | Global Improvement.
0 | 5 | 5 | Search | -39179 | -39179 | Global Improvement.
0 | 6 | 6 | Search | -39373 | -39373 | Global Improvement.
0 | 7 | 7 | Search | -39505 | -39505 | Global Improvement.
0 | 8 | 8 | Search | -39571 | -39571 | Global Improvement.
0 | 9 | 9 | Search | -39681 | -39681 | Global Improvement.
0 | 10 | 10 | Search | -39761 | -39761 | Global Improvement.
0 | 11 | 11 | Search | -39827 | -39827 | Global Improvement.
0 | 12 | 12 | Search | -39867 | -39867 | Global Improvement.
0 | 13 | 13 | Search | -39893 | -39893 | Global Improvement.
0 | 14 | 14 | Search | -39963 | -39963 | Global Improvement.
0 | 15 | 15 | Search | -40073 | -40073 | Global Improvement.
0 | 16 | 16 | Search | -40089 | -40089 | Global Improvement.
0 | 17 | 17 | Search | -40115 | -40115 | Global Improvement.
0 | 18 | 18 | Search | -40129 | -40129 | Global Improvement.
0 | 19 | 19 | Search | -40179 | -40179 | Global Improvement.
0 | 20 | 20 | Search | -40219 | -40219 | Global Improvement.
0 | 27 | 27 | Search | -40221 | -40221 | Global Improvement.
0 | 28 | 28 | Search | -40269 | -40269 | Global Improvement.
0 | 29 | 29 | Search | -40295 | -40295 | Global Improvement.
0 | 30 | 30 | Search | -40313 | -40313 | Global Improvement.
0 | 31 | 31 | Search | -40371 | -40371 | Global Improvement.
0 | 32 | 32 | Search | -40387 | -40387 | Global Improvement.
0 | 34 | 34 | Search | -40445 | -40445 | Global Improvement.
0 | 35 | 35 | Search | -40469 | -40469 | Global Improvement.
0 | 36 | 36 | Search | -40473 | -40473 | Global Improvement.
0 | 57 | 57 | Search | -40479 | -40479 | Global Improvement.
0 | 58 | 58 | Search | -40483 | -40483 | Global Improvement.
2 | 310 | 2 | Diversification | -40497 | -40497 | Global Improvement.
2 | 311 | 1 | Search | -40653 | -40653 | Global Improvement.
2 | 312 | 2 | Search | -40715 | -40715 | Global Improvement.
18 | 2582 | 20 | Search | -40717 | -40717 | Global Improvement.
19 | 2834 | 2 | Diversification | -40721 | -40721 | Global Improvement.
19 | 2835 | 1 | Search | -40751 | -40751 | Global Improvement.
19 | 2836 | 2 | Search | -40785 | -40785 | Global Improvement.
87 | 11915 | 79 | Search | -40789 | -40789 | Global Improvement.
90 | 12299 | 9 | Search | -40807 | -40807 | Global Improvement.
92 | 12552 | 3 | Diversification | -40814 | -40814 | Global Improvement.
92 | 12553 | 1 | Search | -40868 | -40868 | Global Improvement.
92 | 12554 | 2 | Search | -40876 | -40876 | Global Improvement.
92 | 12555 | 3 | Search | -40922 | -40922 | Global Improvement.
97 | 13281 | 101 | Diversification | -40962 | -40962 | Global Improvement.
97 | 13286 | 5 | Search | -41004 | -41004 | Global Improvement.
97 | 13287 | 6 | Search | -41014 | -41014 | Global Improvement.

 Optimization finished in 0.750927288s. 
 Objective of best solution found: -41014Warning: Given tenure ratio leads to small tabu tenure of 3.Minimum tabu_tenure 5 set instead
0 | 1 | 1 | Search | -38327 | -38327 | Global Improvement.
0 | 2 | 2 | Search | -38505 | -38505 | Global Improvement.
0 | 3 | 3 | Search | -38781 | -38781 | Global Improvement.
0 | 4 | 4 | Search | -38943 | -38943 | Global Improvement.
0 | 5 | 5 | Search | -39179 | -39179 | Global Improvement.
0 | 6 | 6 | Search | -39373 | -39373 | Global Improvement.
0 | 7 | 7 | Search | -39505 | -39505 | Global Improvement.
0 | 8 | 8 | Search | -39571 | -39571 | Global Improvement.
0 | 9 | 9 | Search | -39681 | -39681 | Global Improvement.
0 | 10 | 10 | Search | -39761 | -39761 | Global Improvement.
0 | 11 | 11 | Search | -39827 | -39827 | Global Improvement.
0 | 12 | 12 | Search | -39867 | -39867 | Global Improvement.
0 | 13 | 13 | Search | -39893 | -39893 | Global Improvement.
0 | 14 | 14 | Search | -39963 | -39963 | Global Improvement.
0 | 15 | 15 | Search | -40073 | -40073 | Global Improvement.
0 | 16 | 16 | Search | -40089 | -40089 | Global Improvement.
0 | 17 | 17 | Search | -40115 | -40115 | Global Improvement.
0 | 18 | 18 | Search | -40129 | -40129 | Global Improvement.
0 | 19 | 19 | Search | -40179 | -40179 | Global Improvement.
0 | 20 | 20 | Search | -40219 | -40219 | Global Improvement.
0 | 27 | 27 | Search | -40221 | -40221 | Global Improvement.
0 | 28 | 28 | Search | -40269 | -40269 | Global Improvement.
0 | 29 | 29 | Search | -40295 | -40295 | Global Improvement.
0 | 30 | 30 | Search | -40313 | -40313 | Global Improvement.
0 | 31 | 31 | Search | -40371 | -40371 | Global Improvement.
0 | 32 | 32 | Search | -40387 | -40387 | Global Improvement.
0 | 34 | 34 | Search | -40445 | -40445 | Global Improvement.
0 | 35 | 35 | Search | -40469 | -40469 | Global Improvement.
0 | 36 | 36 | Search | -40473 | -40473 | Global Improvement.
0 | 57 | 57 | Search | -40479 | -40479 | Global Improvement.
0 | 58 | 58 | Search | -40483 | -40483 | Global Improvement.
2 | 310 | 2 | Diversification | -40497 | -40497 | Global Improvement.
2 | 311 | 1 | Search | -40653 | -40653 | Global Improvement.
2 | 312 | 2 | Search | -40715 | -40715 | Global Improvement.
7 | 1072 | 10 | Search | -40717 | -40717 | Global Improvement.
9 | 1377 | 55 | Diversification | -40729 | -40729 | Global Improvement.
9 | 1378 | 1 | Search | -40763 | -40763 | Global Improvement.
9 | 1388 | 11 | Search | -40765 | -40765 | Global Improvement.
9 | 1389 | 12 | Search | -40781 | -40781 | Global Improvement.
9 | 1390 | 13 | Search | -40785 | -40785 | Global Improvement.

 Optimization finished in 0.223074526s. 
 Objective of best solution found: -40785Warning: Given tenure ratio leads to small tabu tenure of 3.Minimum tabu_tenure 5 set instead
0 | 1 | 1 | Search | -38327 | -38327 | Global Improvement.
0 | 2 | 2 | Search | -38505 | -38505 | Global Improvement.
0 | 3 | 3 | Search | -38781 | -38781 | Global Improvement.
0 | 4 | 4 | Search | -38943 | -38943 | Global Improvement.
0 | 5 | 5 | Search | -39179 | -39179 | Global Improvement.
0 | 6 | 6 | Search | -39373 | -39373 | Global Improvement.
0 | 7 | 7 | Search | -39505 | -39505 | Global Improvement.
0 | 8 | 8 | Search | -39571 | -39571 | Global Improvement.
0 | 9 | 9 | Search | -39681 | -39681 | Global Improvement.
0 | 10 | 10 | Search | -39761 | -39761 | Global Improvement.
0 | 11 | 11 | Search | -39827 | -39827 | Global Improvement.
0 | 12 | 12 | Search | -39867 | -39867 | Global Improvement.
0 | 13 | 13 | Search | -39893 | -39893 | Global Improvement.
0 | 14 | 14 | Search | -39963 | -39963 | Global Improvement.
0 | 15 | 15 | Search | -40073 | -40073 | Global Improvement.
0 | 16 | 16 | Search | -40089 | -40089 | Global Improvement.
0 | 17 | 17 | Search | -40115 | -40115 | Global Improvement.
0 | 18 | 18 | Search | -40129 | -40129 | Global Improvement.
0 | 19 | 19 | Search | -40179 | -40179 | Global Improvement.
0 | 20 | 20 | Search | -40219 | -40219 | Global Improvement.
0 | 27 | 27 | Search | -40221 | -40221 | Global Improvement.
0 | 28 | 28 | Search | -40269 | -40269 | Global Improvement.
0 | 29 | 29 | Search | -40295 | -40295 | Global Improvement.
0 | 30 | 30 | Search | -40313 | -40313 | Global Improvement.
0 | 31 | 31 | Search | -40371 | -40371 | Global Improvement.
0 | 32 | 32 | Search | -40387 | -40387 | Global Improvement.
0 | 34 | 34 | Search | -40445 | -40445 | Global Improvement.
0 | 35 | 35 | Search | -40469 | -40469 | Global Improvement.
0 | 36 | 36 | Search | -40473 | -40473 | Global Improvement.
0 | 57 | 57 | Search | -40479 | -40479 | Global Improvement.
0 | 58 | 58 | Search | -40483 | -40483 | Global Improvement.
8 | 1310 | 2 | Diversification | -40497 | -40497 | Global Improvement.
8 | 1311 | 1 | Search | -40653 | -40653 | Global Improvement.
8 | 1312 | 2 | Search | -40715 | -40715 | Global Improvement.
38 | 5443 | 6 | Search | -40717 | -40717 | Global Improvement.
46 | 6697 | 4 | Diversification | -40721 | -40721 | Global Improvement.
46 | 6698 | 1 | Search | -40751 | -40751 | Global Improvement.
46 | 6699 | 2 | Search | -40785 | -40785 | Global Improvement.

 Optimization finished in 2.325106751s. 
 Objective of best solution found: -40785Warning: Given tenure ratio leads to small tabu tenure of 3.Minimum tabu_tenure 5 set instead
0 | 1 | 1 | Search | -38327 | -38327 | Global Improvement.
0 | 2 | 2 | Search | -38505 | -38505 | Global Improvement.
0 | 3 | 3 | Search | -38781 | -38781 | Global Improvement.
0 | 4 | 4 | Search | -38943 | -38943 | Global Improvement.
0 | 5 | 5 | Search | -39179 | -39179 | Global Improvement.
0 | 6 | 6 | Search | -39373 | -39373 | Global Improvement.
0 | 7 | 7 | Search | -39505 | -39505 | Global Improvement.
0 | 8 | 8 | Search | -39571 | -39571 | Global Improvement.
0 | 9 | 9 | Search | -39681 | -39681 | Global Improvement.
0 | 10 | 10 | Search | -39761 | -39761 | Global Improvement.
0 | 11 | 11 | Search | -39827 | -39827 | Global Improvement.
0 | 12 | 12 | Search | -39867 | -39867 | Global Improvement.
0 | 13 | 13 | Search | -39893 | -39893 | Global Improvement.
0 | 14 | 14 | Search | -39963 | -39963 | Global Improvement.
0 | 15 | 15 | Search | -40073 | -40073 | Global Improvement.
0 | 16 | 16 | Search | -40089 | -40089 | Global Improvement.
0 | 17 | 17 | Search | -40115 | -40115 | Global Improvement.
0 | 18 | 18 | Search | -40129 | -40129 | Global Improvement.
0 | 19 | 19 | Search | -40179 | -40179 | Global Improvement.
0 | 20 | 20 | Search | -40219 | -40219 | Global Improvement.
0 | 27 | 27 | Search | -40221 | -40221 | Global Improvement.
0 | 28 | 28 | Search | -40269 | -40269 | Global Improvement.
0 | 29 | 29 | Search | -40295 | -40295 | Global Improvement.
0 | 30 | 30 | Search | -40313 | -40313 | Global Improvement.
0 | 31 | 31 | Search | -40371 | -40371 | Global Improvement.
0 | 32 | 32 | Search | -40387 | -40387 | Global Improvement.
0 | 34 | 34 | Search | -40445 | -40445 | Global Improvement.
0 | 35 | 35 | Search | -40469 | -40469 | Global Improvement.
0 | 36 | 36 | Search | -40473 | -40473 | Global Improvement.
0 | 57 | 57 | Search | -40479 | -40479 | Global Improvement.
0 | 58 | 58 | Search | -40483 | -40483 | Global Improvement.
8 | 1310 | 2 | Diversification | -40497 | -40497 | Global Improvement.
8 | 1311 | 1 | Search | -40653 | -40653 | Global Improvement.
8 | 1312 | 2 | Search | -40715 | -40715 | Global Improvement.
124 | 17892 | 80 | Search | -40717 | -40717 | Global Improvement.
133 | 19146 | 4 | Diversification | -40721 | -40721 | Global Improvement.
133 | 19147 | 1 | Search | -40751 | -40751 | Global Improvement.
133 | 19148 | 2 | Search | -40785 | -40785 | Global Improvement.
481 | 70072 | 49 | Search | -40803 | -40803 | Global Improvement.
481 | 70075 | 52 | Search | -40868 | -40868 | Global Improvement.
481 | 70076 | 53 | Search | -40922 | -40922 | Global Improvement.
492 | 71347 | 21 | Diversification | -40962 | -40962 | Global Improvement.
492 | 71352 | 5 | Search | -41004 | -41004 | Global Improvement.
492 | 71353 | 6 | Search | -41014 | -41014 | Global Improvement.

 Optimization finished in 1.136002859s. 
 Objective of best solution found: -41014Warning: Given tenure ratio leads to small tabu tenure of 3.Minimum tabu_tenure 5 set instead
0 | 1 | 1 | Search | -38327 | -38327 | Global Improvement.
0 | 2 | 2 | Search | -38505 | -38505 | Global Improvement.
0 | 3 | 3 | Search | -38781 | -38781 | Global Improvement.
0 | 4 | 4 | Search | -38943 | -38943 | Global Improvement.
0 | 5 | 5 | Search | -39179 | -39179 | Global Improvement.
0 | 6 | 6 | Search | -39373 | -39373 | Global Improvement.
0 | 7 | 7 | Search | -39505 | -39505 | Global Improvement.
0 | 8 | 8 | Search | -39571 | -39571 | Global Improvement.
0 | 9 | 9 | Search | -39681 | -39681 | Global Improvement.
0 | 10 | 10 | Search | -39761 | -39761 | Global Improvement.
0 | 11 | 11 | Search | -39827 | -39827 | Global Improvement.
0 | 12 | 12 | Search | -39867 | -39867 | Global Improvement.
0 | 13 | 13 | Search | -39893 | -39893 | Global Improvement.
0 | 14 | 14 | Search | -39963 | -39963 | Global Improvement.
0 | 15 | 15 | Search | -40073 | -40073 | Global Improvement.
0 | 16 | 16 | Search | -40089 | -40089 | Global Improvement.
0 | 17 | 17 | Search | -40115 | -40115 | Global Improvement.
0 | 18 | 18 | Search | -40129 | -40129 | Global Improvement.
0 | 19 | 19 | Search | -40179 | -40179 | Global Improvement.
0 | 20 | 20 | Search | -40219 | -40219 | Global Improvement.
0 | 27 | 27 | Search | -40221 | -40221 | Global Improvement.
0 | 28 | 28 | Search | -40269 | -40269 | Global Improvement.
0 | 29 | 29 | Search | -40295 | -40295 | Global Improvement.
0 | 30 | 30 | Search | -40313 | -40313 | Global Improvement.
0 | 31 | 31 | Search | -40371 | -40371 | Global Improvement.
0 | 32 | 32 | Search | -40387 | -40387 | Global Improvement.
0 | 34 | 34 | Search | -40445 | -40445 | Global Improvement.
0 | 35 | 35 | Search | -40469 | -40469 | Global Improvement.
0 | 36 | 36 | Search | -40473 | -40473 | Global Improvement.
0 | 57 | 57 | Search | -40479 | -40479 | Global Improvement.
0 | 58 | 58 | Search | -40483 | -40483 | Global Improvement.
17 | 2560 | 2 | Diversification | -40497 | -40497 | Global Improvement.
17 | 2561 | 1 | Search | -40653 | -40653 | Global Improvement.
17 | 2562 | 2 | Search | -40715 | -40715 | Global Improvement.
283 | 41981 | 44 | Search | -40717 | -40717 | Global Improvement.
300 | 44579 | 98 | Diversification | -40721 | -40721 | Global Improvement.
300 | 44580 | 1 | Search | -40751 | -40751 | Global Improvement.
300 | 44581 | 2 | Search | -40785 | -40785 | Global Improvement.
1627 | 236259 | 53 | Search | -40789 | -40789 | Global Improvement.
1644 | 238895 | 11 | Search | -40791 | -40791 | Global Improvement.
1644 | 238896 | 12 | Search | -40811 | -40811 | Global Improvement.
1644 | 238900 | 16 | Search | -40845 | -40845 | Global Improvement.
1644 | 238901 | 17 | Search | -40855 | -40855 | Global Improvement.
1644 | 238915 | 31 | Search | -40881 | -40881 | Global Improvement.
1644 | 238916 | 32 | Search | -40952 | -40952 | Global Improvement.
1644 | 238917 | 33 | Search | -41006 | -41006 | Global Improvement.
1644 | 238918 | 34 | Search | -41014 | -41014 | Global Improvement.

 Optimization finished in 5.642857468s. 
 Objective of best solution found: -41014Warning: Given tenure ratio leads to small tabu tenure of 3.Minimum tabu_tenure 5 set instead
0 | 1 | 1 | Search | -38327 | -38327 | Global Improvement.
0 | 2 | 2 | Search | -38505 | -38505 | Global Improvement.
0 | 3 | 3 | Search | -38781 | -38781 | Global Improvement.
0 | 4 | 4 | Search | -38943 | -38943 | Global Improvement.
